"Lastname","Nation","Sherpa","Gender","Y"
"Ang Phurba V","NEP","Sherpa","m","2007"
"Apa (Appa)","NEP","Sherpa","m","2007"
"Arita","NEP","Sherpa","m","2007"
"Barnett","UK","","m","2007"
"Beadle","UK","","m","2007"
"Belarmino","PHI","","f","2007"
"Benegas","USA","","m","2007"
"Blackmun","UK","","m","2007"
"Challéat","F","","m","2007"
"Chand Thakur","IND","","m","2007"
"Chandel","IND","","m","2007"
"Changba Nurbu (Chongba Nuru)","NEP","Sherpa","m","2007"
"Crampton","UK","","m","2007"
"Da Chhemba (Dachhamba)","NEP","Sherpa","m","2007"
"Da Nima","NEP","Sherpa","m","2007"
"Dalzell","USA","","m","2007"
"Dawa Tenjen","NEP","Sherpa","m","2007"
"Dayondon","PHI","","f","2007"
"De Bruycker","BEL","","f","2007"
"Dendi Ii","NEP","Sherpa","m","2007"
"Dhali","IND","","m","2007"
"Dzida","POL","","m","2007"
"Evensen","NOR","","m","2007"
"Gamme","NOR","","m","2007"
"Gibson","UK","","f","2007"
"Go","SK","","f","2007"
"Goddard","NZ","","f","2007"
"Harling","UK","","m","2007"
"Hsu","USA","","m","2007"
"Jagtap","IND","","m","2007"
"Jangbu V","NEP","Sherpa","m","2007"
"Jumik Bhote","NEP","","m","2007"
"Kami Ii","NEP","Sherpa","m","2007"
"Kancha Nuru I","NEP","Sherpa","m","2007"
"Kili Pemba (Kilu Pemba)","NEP","Sherpa","m","2007"
"Kim","SK","","m","2007"
"Kim","SK","","m","2007"
"Kim","SK","","m","2007"
"Kim","SK","","m","2007"
"Kobler","CH","","m","2007"
"Lee","SK","","m","2007"
"Lhakpa Gelje","NEP","Sherpa","m","2007"
"Lhakpa Gelu I","NEP","Sherpa","m","2007"
"Lhakpa Gyalzen Ii","NEP","Sherpa","m","2007"
"Lhakpa Nuru V","NEP","Sherpa","m","2007"
"Lhakpa Tshering Ii (Lhakpa Chhiring)","NEP","Sherpa","m","2007"
"Lhakpa Tshering Iv (Lhakpa Tshiri)","NEP","Sherpa","m","2007"
"Maila Tamang","NEP","","m","2007"
"Mall","IND","","m","2007"
"Mcintosh","USA","","m","2007"
"Mckeever","IRE","","m","2007"
"Meyer-Gerber","CH","","f","2007"
"Mingma Dorje Ii","NEP","Sherpa","m","2007"
"Mingma Dukpa","NEP","Sherpa","m","2007"
"Mingma Tenzi","NEP","Sherpa","m","2007"
"Mingma Tshering V (Ang Tshering)","NEP","Sherpa","m","2007"
"Mitenjen (Mingma)","NEP","Sherpa","m","2007"
"Mørdre","NOR","","m","2007"
"Nawang Tenji (Nwang Tenji)","NEP","Sherpa","m","2007"
"Negi","IND","","m","2007"
"Ngawang Tenzing (Awang Denzing)","CHN","","m","2007"
"Nilson","SWE","","m","2007"
"Nima Gombu (Gombu)","NEP","Sherpa","m","2007"
"Nima Grimen","NEP","Sherpa","m","2007"
"Nima Nuru Ii (Ngima Nuru)","NEP","Sherpa","m","2007"
"Nima Tenji I (Nima Tenzing)","NEP","Sherpa","m","2007"
"Nima Wandeki (Nima Ongdi/Wangdi)","NEP","Sherpa","m","2007"
"Nuru Wangchu","NEP","Sherpa","m","2007"
"Pasang Bhote Ii","NEP","","m","2007"
"Pasang Dawa Ii","NEP","Sherpa","m","2007"
"Pasang Gyalzen I","NEP","Sherpa","m","2007"
"Pasang Gyalzen Ii","NEP","Sherpa","m","2007"
"Pasang Karma","NEP","Sherpa","m","2007"
"Pasang Nuru Iii","NEP","Sherpa","m","2007"
"Pasang Tendi Ii","NEP","Sherpa","m","2007"
"Pema (I)","NEP","Sherpa","m","2007"
"Pemba I","NEP","Sherpa","m","2007"
"Pemba Chhoti Ii","NEP","Sherpa","m","2007"
"Pemba Gyalzen Iv","NEP","Sherpa","m","2007"
"Pemba Rinji Ii","NEP","Sherpa","m","2007"
"Phurba Cheten (Phurba Tchheten)","NEP","Sherpa","m","2007"
"Phurba Chhoter","NEP","Sherpa","m","2007"
"Pizarro","CAN","","m","2007"
"Poláčková","CZE","","f","2007"
"Ren","CHN","","m","2007"
"Ross","UK","","m","2007"
"Sanu","NEP","Sherpa","m","2007"
"Serap (Sherap)","NEP","Sherpa","m","2007"
"Sonam","NEP","Sherpa","m","2007"
"Surendra Kumar Gurung","NEP","","m","2007"
"Tarke","NEP","Sherpa","m","2007"
"Tashi Wangchuk Tenzing","AUS","","m","2007"
"Taylor","UK","","m","2007"
"Tebay","UK","","m","2007"
"Thendorje (Thendu Dorje)","NEP","Sherpa","m","2007"
"Tryti","NOR","","m","2007"
"Tshering Wangchu (Tshering Ongchu)","NEP","Sherpa","m","2007"
"Van Der Velde","SA","","m","2007"
"Voldmo","NOR","","m","2007"
"Wenceslao","PHI","","f","2007"
"Yang","CHN","","m","2007"
"Yi","USA","","m","2007"
"Yonten (Yundan)","CHN","","m","2007"
"Yuan","CHN","","m","2007"
"Yun","SK","","m","2007"
"Yun","SK","","m","2007"
"Zhang","CHN","","m","2007"
"Ang Mingma (Mingma)","NEP","Sherpa","m","2007"
"Beall","USA","","m","2007"
"Benet","ITA","","m","2007"
"Borlini","ITA","","m","2007"
"Casserley","UK","","m","2007"
"Chewang Dorje Ii","NEP","Sherpa","m","2007"
"Cool","UK","","m","2007"
"Dawa Gelji (Dawa Gyalzen)","NEP","Sherpa","m","2007"
"Dorje Gyalzen","NEP","Sherpa","m","2007"
"Fur Tenji (Phur Tenji)","NEP","Sherpa","m","2007"
"Giorgio","USA","","m","2007"
"Heo","SK","","m","2007"
"Jeang","SK","","m","2007"
"Kazi I","NEP","Sherpa","m","2007"
"Kerr","UK","","m","2007"
"Larson","USA","","m","2007"
"Larson","USA","","f","2007"
"Lee","SK","","m","2007"
"Lehane","IRE","","m","2007"
"Lhakpa Thundu I","NEP","Sherpa","m","2007"
"Lhakpa Tshering Vii","NEP","Sherpa","m","2007"
"Lhakpa Wangchu","NEP","Sherpa","m","2007"
"Maud","SA","","m","2007"
"Maurizio","ITA","","m","2007"
"Meroi","ITA","","f","2007"
"Nima Dorje Tamang (Kala)","NEP","","m","2007"
"Nima Kancha Ii","NEP","Sherpa","m","2007"
"Ongje (Wangche)","NEP","Sherpa","m","2007"
"Pablo","PHI","","m","2007"
"Parfet","USA","","m","2007"
"Pasang Dawa I (Pa Dawa, Pando)","NEP","Sherpa","m","2007"
"Pasang Lhamu Ii","NEP","","f","2007"
"Pema Tshering Ii (Pem Chhiri)","NEP","Sherpa","m","2007"
"Pemba Gyalzen V","NEP","Sherpa","m","2007"
"Pemba Rita","NEP","Sherpa","m","2007"
"Peter","UK","","m","2007"
"Phurba Tenji","NEP","Sherpa","m","2007"
"Samra","EGY","","m","2007"
"Sange I","NEP","Sherpa","m","2007"
"Saunders","UK","","m","2007"
"Smets","BEL","","m","2007"
"Song","SK","","f","2007"
"Supplee","USA","","m","2007"
"Taniguchi","JAP","","f","2007"
"Tashi Lhakpa","NEP","Sherpa","m","2007"
"Tika Bahadur Tamang","NEP","","m","2007"
"Tiraboschi","ITA","","f","2007"
"Topchen (Tapchen Lama) Bhote","NEP","","m","2007"
"Tshering Namgyal (Ang Namgyal)","NEP","Sherpa","m","2007"
"Wangchu Iii","NEP","Sherpa","m","2007"
"Battu","F","","m","2007"
"Bém","CZE","","m","2007"
"Da Gelje","NEP","Sherpa","m","2007"
"Dawa (Ang Dawa)","NEP","Sherpa","m","2007"
"Dawa Ii","NEP","Sherpa","m","2007"
"Guggemos","GER","","m","2007"
"Jangbu Iii","NEP","Sherpa","m","2007"
"Jouanny","F","","m","2007"
"Kim","SK","","m","2007"
"Lee","SK","","m","2007"
"Man Bahadur Tamang (Gopal)","NEP","","m","2007"
"Martine","F","","m","2007"
"Mingma Tshering Iv","NEP","Sherpa","m","2007"
"Nga Tenji","NEP","Sherpa","m","2007"
"Nima Ii (Ngima)","NEP","Sherpa","m","2007"
"Nima Gyalzen Iii","NEP","Sherpa","m","2007"
"Nima Nuru I (Nima Norbu)","NEP","Sherpa","m","2007"
"Nima Tamang Ii","NEP","","m","2007"
"Nima Tashi","NEP","Sherpa","m","2007"
"Pasang I","NEP","Sherpa","m","2007"
"Pasang Dawa Iii","NEP","Sherpa","m","2007"
"Pemba Tenjin","NEP","Sherpa","m","2007"
"Rozmus","POL","","m","2007"
"Trimeri","ITA","","m","2007"
"Tshering Jangbu","NEP","Sherpa","m","2007"
"Valentini","ITA","","m","2007"
"Vaughn","USA","","m","2007"
"Wolter","F","","m","2007"
"Zuberer","CH","","f","2007"
"Ang Namgyal","NEP","Sherpa","m","2007"
"Ashurly","AZE","","m","2007"
"Bredenkamp","SA","","m","2007"
"Charrier","F","","m","2007"
"Chewang Lendu","NEP","Sherpa","m","2007"
"Dawa Nurbu I (Danuru)","NEP","Sherpa","m","2007"
"Dawa Nuru Iii (Danuru)","NEP","Sherpa","m","2007"
"Dufresne","F","","m","2007"
"Feige","GER","","m","2007"
"Guérin-Marthe","F","","m","2007"
"Hancock","CAN","","m","2007"
"Jangbu Vii","NEP","Sherpa","m","2007"
"Kofanov","RUS","","m","2007"
"Meyers","USA","","m","2007"
"Mingma Dorje Vii","NEP","Sherpa","m","2007"
"Mingma Gelu","NEP","Sherpa","m","2007"
"Mingma Gyalje","NEP","Sherpa","m","2007"
"Mingma Tenzing Ii","NEP","Sherpa","m","2007"
"Mingma Tshering Iii (Mingma Chhiring)","NEP","Sherpa","m","2007"
"Ngima I","NEP","Sherpa","m","2007"
"Ngima Dorje (Nima Dorje)","NEP","Sherpa","m","2007"
"Nima Dendi (Ngima Dendi, Ang Dendi)","NEP","Sherpa","m","2007"
"Nima Ongdi","NEP","Sherpa","m","2007"
"Pasang Rinji Ii","NEP","Sherpa","m","2007"
"Pasang Temba Iii (Pasang)","NEP","Sherpa","m","2007"
"Salazar","MEX","","m","2007"
"Selivanov","RUS","","m","2007"
"Shakirov","RUS","","m","2007"
"Shields","UK","","f","2007"
"Urban","F","","m","2007"
"Waldron","USA","","m","2007"
"Youn","SK","","m","2007"
"Abramov","RUS","","m","2007"
"Andrejić","SER","","m","2007"
"Ang Karma Ii","NEP","Sherpa","m","2007"
"Bataillou","F","","m","2007"
"Batura","RUS","","m","2007"
"Bichenko","RUS","","m","2007"
"Campbell","USA","","m","2007"
"Čarovac","SER","","m","2007"
"Cheddar","NEP","Sherpa","m","2007"
"Dashkevich","RUS","","m","2007"
"Dawa Gyalje (Dawa Gyalzen)","NEP","Sherpa","m","2007"
"Dawa Sona (Da Sonam)","NEP","Sherpa","m","2007"
"Delev","MAC","","m","2007"
"Giesecke","USA","","m","2007"
"Gyalzen Dorje (Gyaljen Dorje)","NEP","Sherpa","m","2007"
"Hayden","USA","","m","2007"
"Ivačković","SER","","m","2007"
"Ivanov","RUS","","m","2007"
"Kami Tshering (Ang Chhiring)","NEP","Sherpa","m","2007"
"Karma Serki (Karma Sarki)","NEP","Sherpa","m","2007"
"Kay","UK","","m","2007"
"Korobeshko","RUS","","f","2007"
"Lakcha Sange","NEP","Sherpa","m","2007"
"Lamb","UK","","m","2007"
"Lhakpa Chhiri I (Sonam)","NEP","Sherpa","m","2007"
"Lhakpa Dorje Iv","NEP","Sherpa","m","2007"
"Lhakpa Tharke","NEP","Sherpa","m","2007"
"Mello","MEX","","m","2007"
"Mingma Dorje Iii","NEP","Sherpa","m","2007"
"Mingmar","NEP","Sherpa","m","2007"
"Nima Dorje Iv","NEP","Sherpa","m","2007"
"Nima Gyalzen I","NEP","Sherpa","m","2007"
"Nima Thundu","NEP","Sherpa","m","2007"
"Nurbu Chhiring","NEP","Sherpa","m","2007"
"Panuru (Pasang Nuru, Pa Nuru)","NEP","Sherpa","m","2007"
"Park","SK","","m","2007"
"Pasang Bhote I (Pasang Lama Bhote)","NEP","","m","2007"
"Patterson","USA","","m","2007"
"Pećanac","SER","","m","2007"
"Pemba Nurbu I","NEP","Sherpa","m","2007"
"Pemba Rinjin","NEP","Sherpa","m","2007"
"Pemba Tenzing I","NEP","Sherpa","m","2007"
"Petrić","SER","","m","2007"
"Phu Nuru (Phunuru)","NEP","Sherpa","m","2007"
"Phu Tashi Ii","NEP","Sherpa","m","2007"
"Phur Sona (Ang Sona)","NEP","Sherpa","m","2007"
"Rajblović","SER","","f","2007"
"Rinjen","NEP","Sherpa","m","2007"
"Roberts","NZ","","m","2007"
"Samduk (Sanduk) Dorje Tamang","NEP","","m","2007"
"Smelser","USA","","m","2007"
"Stephan","GER","","m","2007"
"Tshering Thundu","NEP","Sherpa","m","2007"
"Tyler","USA","","m","2007"
"Abu Samah","MY","","m","2007"
"Ahmad","MY","","f","2007"
"Ang Gyalzen Iii","NEP","Sherpa","m","2007"
"Ang Ngima (Shaggy)","NEP","Sherpa","m","2007"
"Ang Phurba Iv (Phurba)","NEP","Sherpa","m","2007"
"Arnett","USA","","m","2007"
"Baber","UK","","m","2007"
"Benítez","USA","","m","2007"
"Biffi","ITA","","m","2007"
"Burrows","USA","","m","2007"
"Chhepi (Chumbi) Bhote","NEP","","m","2007"
"Chimi Tashi (Qimi Tashi)","CHN","","m","2007"
"Chuldim Dorje","NEP","Sherpa","m","2007"
"Clark","UK","","m","2007"
"Cole","USA","","m","2007"
"Cotter","NZ","","m","2007"
"Da Dendi","NEP","Sherpa","m","2007"
"Dawa Finjo Lama Bhote","NEP","","m","2007"
"Dawa Jangbu I (Da Jangbu I)","NEP","Sherpa","m","2007"
"Dawa Steven","NEP","Sherpa","m","2007"
"De Vries","NL","","m","2007"
"Dendi Iii","NEP","Sherpa","m","2007"
"Doma Chhiri","NEP","Sherpa","m","2007"
"Dorje (Big)","CHN","","m","2007"
"Dorje (Small)","CHN","","m","2007"
"Dorje I","NEP","Sherpa","m","2007"
"Fan","CHN","","m","2007"
"Fındık","TUR","","m","2007"
"Finjo Dorje (Phinjo Dorje)","NEP","Sherpa","m","2007"
"Fry","UK","","m","2007"
"Gillespie","USA","","m","2007"
"Glorie","BEL","","m","2007"
"Grom","USA","","m","2007"
"Hahn","USA","","m","2007"
"Hassan","MY","","m","2007"
"Haugen","USA","","m","2007"
"Jhampa","CHN","","m","2007"
"Kalayci","TUR","","m","2007"
"Kami I (Kame)","NEP","Sherpa","m","2007"
"Karma Rita","NEP","Sherpa","m","2007"
"King","UK","","m","2007"
"Kori","MY","","m","2007"
"Lama Dawa","NEP","Sherpa","m","2007"
"Lhakpa Bhote I","NEP","","m","2007"
"Lhakpa Nuru Iv","NEP","Sherpa","m","2007"
"Lhakpa Nuru X","NEP","Sherpa","m","2007"
"Li","CHN","","m","2007"
"Li","CHN","","m","2007"
"Liu","CHN","","m","2007"
"Lobchong (Lobsang) I","CHN","","m","2007"
"Mcgrath","CAN","","f","2007"
"Medvetz","USA","","m","2007"
"Mingma Tenzing Iii","NEP","Sherpa","m","2007"
"Moore","UK","","f","2007"
"Nan","CHN","","m","2007"
"Nanda Dorje (Naga Dorje)","NEP","Sherpa","m","2007"
"Nga Temba I (Ngatemba)","NEP","Sherpa","m","2007"
"Ngawang Tashi (Awang Zhaxi)","CHN","","m","2007"
"Nima Karma","NEP","Sherpa","m","2007"
"Nima Tenzing I","NEP","Sherpa","m","2007"
"Nixon","SA","","m","2007"
"Norbu Dhondup (Small)","CHN","","m","2007"
"Nurbu","NEP","Sherpa","m","2007"
"Nuru Chhiri","NEP","Sherpa","m","2007"
"Nuru Gyalzen","NEP","Sherpa","m","2007"
"Pasang Gelu I","NEP","Sherpa","m","2007"
"Pasang Kami Iii","NEP","Sherpa","m","2007"
"Pasang Tenzing I","NEP","Sherpa","m","2007"
"Pemba Chhoti I","NEP","Sherpa","m","2007"
"Pemba Rinzi (Pemba Rinji)","NEP","Sherpa","m","2007"
"Pemba Tenzing Iii","NEP","Sherpa","m","2007"
"Phu Tashi I","NEP","Sherpa","m","2007"
"Phurba Ridar Bhote","NEP","","m","2007"
"Phurbu Jangbu (Furwa Jangbu)","NEP","Sherpa","m","2007"
"Phurtse (Phurbu Tsering)","CHN","","m","2007"
"Ratcliffe","UK","","m","2007"
"Rita Dorje (Ang Rita Dorje)","NEP","Sherpa","m","2007"
"Rozali","MY","","m","2007"
"Said","MY","","m","2007"
"Sange Dorje","NEP","Sherpa","m","2007"
"Sedon","NZ","","m","2007"
"Son Dorje","NEP","Sherpa","m","2007"
"Sonam Jangbu","NEP","Sherpa","m","2007"
"Staples","NZ","","m","2007"
"Tashi Namgyal","CHN","","m","2007"
"Tashi Thundup (Tashi Thundu)","NEP","Sherpa","m","2007"
"Temba Ii","NEP","Sherpa","m","2007"
"Tendi Ii","NEP","Sherpa","m","2007"
"Tenzing Ii (Tenjen)","NEP","Sherpa","m","2007"
"Thukten Dorje","NEP","Sherpa","m","2007"
"Thumba (Dompa)","CHN","","m","2007"
"Tsering Dantar","CHN","","m","2007"
"Vaiciulis","LIT","","m","2007"
"Van Den Broek","NL","","m","2007"
"Vulk","USA","","m","2007"
"Wangdu Iii (Small)","CHN","","m","2007"
"Wangjia (Wangyal)","CHN","","m","2007"
"Wardle","UK","","m","2007"
"Wolf","A","","m","2007"
"Woodward","NZ","","m","2007"
"Ziegelmeier","GER","","m","2007"
"Ziel","USA","","m","2007"
"Ang","SIN","","m","2007"
"Ang Chhiring Ii","NEP","Sherpa","m","2007"
"Audrighettoni","ITA","","m","2007"
"Beeton","UK","","f","2007"
"Berger","CAN","","m","2007"
"Chayang Jangbu (Jyabu) Bhote","NEP","","m","2007"
"Chuwang Nima (Chhewang Nima)","NEP","Sherpa","m","2007"
"Clark","UK","","m","2007"
"Crouse","USA","","m","2007"
"Dawa Tenji","NEP","Sherpa","m","2007"
"Dorje Sonam Gyalzen","NEP","Sherpa","m","2007"
"Eren","TUR","","m","2007"
"Griber","USA","","m","2007"
"Gyalzen Ii","NEP","Sherpa","m","2007"
"Hall","UK","","m","2007"
"Hanlon","CAN","","m","2007"
"Jackson","UK","","m","2007"
"Jamling Bhote","NEP","","m","2007"
"Jensen","DK","","m","2007"
"Joshi","UK","","m","2007"
"Kalzang Dorje","NEP","Sherpa","m","2007"
"Kami Rita I (Topke)","NEP","Sherpa","m","2007"
"King","UK","","m","2007"
"Kobayashi","JAP","","m","2007"
"Kuraoka","JAP","","m","2007"
"Lancashire","UK","","m","2007"
"Lhakpa Gelu Ii (Lhakpa Gelbu)","NEP","Sherpa","m","2007"
"Lhakpa Rita I","NEP","Sherpa","m","2007"
"Macdonald","UK","","m","2007"
"Macy","USA","","m","2007"
"Mingma Chhiri I (Mingma Chhiring)","NEP","Sherpa","m","2007"
"Mingma Dorje V","NEP","Sherpa","m","2007"
"Morton","USA","","m","2007"
"Nima Kancha Iii","NEP","Sherpa","m","2007"
"Nima Wangchu Ii","NEP","Sherpa","m","2007"
"Nurbu Bhote Lama","NEP","","m","2007"
"Ogilvie","UK","","m","2007"
"Pasang Rita Ii (Pa Rita)","NEP","Sherpa","m","2007"
"Pasang Yila","NEP","Sherpa","m","2007"
"Pemba (Bianba)","CHN","","m","2007"
"Phura Kancha (Fur Kancha)","NEP","Sherpa","m","2007"
"Porter","UK","","m","2007"
"Raffaelli","ITA","","f","2007"
"Schuck","USA","","m","2007"
"Stawiecki","USA","","f","2007"
"Tejas","USA","","m","2007"
"Tenzing (Den Zeng)","CHN","","m","2007"
"Tshering Dorje I","NEP","Sherpa","m","2007"
"Tshering Tashi Ii","NEP","Sherpa","m","2007"
"Whetu","NZ","","m","2007"
"Wilkinson","UK","","m","2007"
"Yanagisawa","JAP","","m","2007"
"Yoshida","JAP","","m","2007"
"Adler","AUS","","m","2007"
"Bingham","UK","","m","2007"
"Chessell","AUS","","m","2007"
"Coster","NL","","m","2007"
"Dendi Iv","NEP","Sherpa","m","2007"
"Dhillon","UK","","m","2007"
"Grocott","UK","","m","2007"
"Hart","UK","","m","2007"
"Hewitt","USA","","m","2007"
"Hoglin","CAN","","m","2007"
"Imray","UK","","m","2007"
"Jangbu Iv","NEP","Sherpa","m","2007"
"Jelinkó","HUN","","m","2007"
"Lhakpa Ii","NEP","Sherpa","m","2007"
"Lhakpa Nuru Viii","NEP","Sherpa","m","2007"
"Lhakpa Nuru Ix","NEP","Sherpa","m","2007"
"Lhakpa Rangdu","NEP","Sherpa","m","2007"
"Martin","UK","","m","2007"
"Maya","NEP","","f","2007"
"Mingma Nurbu","NEP","Sherpa","m","2007"
"Mingma Tshering I (Mingma Tsiri)","NEP","Sherpa","m","2007"
"Muhl","SA","","m","2007"
"Nagel","GER","","m","2007"
"Namgyal I (Namgya)","NEP","Sherpa","m","2007"
"Ngata (Nada)","NEP","Sherpa","m","2007"
"Nima Dorchi I","NEP","Sherpa","m","2007"
"Oestrike","USA","","m","2007"
"Ongda Gyalzen","IND","Sherpa","m","2007"
"Ossa","COL","","m","2007"
"Pasang Nuru Iv","NEP","Sherpa","m","2007"
"Pasang Tenzing Ii","NEP","Sherpa","m","2007"
"Patterson","SA","","m","2007"
"Pema Tharke","NEP","Sherpa","m","2007"
"Pema Tshering I","NEP","Sherpa","m","2007"
"Pemba Tshering Iii (Pemba Chhiri)","NEP","Sherpa","m","2007"
"Rasmussen","USA","","m","2007"
"Remza","USA","","m","2007"
"Tashi Ii","NEP","Sherpa","m","2007"
"Tenzing Dorje","NEP","Sherpa","m","2007"
"Thundu","NEP","Sherpa","m","2007"
"Tshering Pemba","NEP","Sherpa","m","2007"
"Allsop","NZ","","m","2007"
"Ang Kaji (Ang Kazi)","NEP","Sherpa","m","2007"
"Ang Nuru I","NEP","Sherpa","m","2007"
"Benegas","USA","","m","2007"
"Bernal","COL","","f","2007"
"Brown","USA","","m","2007"
"Casserley","UK","","m","2007"
"Ci Luo (Tselo)","CHN","","m","2007"
"Cool","UK","","m","2007"
"Davey","UK","","m","2007"
"Dawa Tenzin (Dawa Tenji)","NEP","Sherpa","m","2007"
"Deechen Narjup (Dechen Ngodup)","CHN","","m","2007"
"Dorje Gyalzen","NEP","Sherpa","m","2007"
"Dorje Khatri","NEP","","m","2007"
"Gatta","F","","m","2007"
"Giraldo","COL","","f","2007"
"Guzman","COL","","f","2007"
"Hickey","CAN","","m","2007"
"James","UK","","f","2007"
"Jyamchang Bhote","NEP","","m","2007"
"Lhakpa Thundu I","NEP","Sherpa","m","2007"
"Lhakpa Wangchu","NEP","Sherpa","m","2007"
"Lila Bahadur Basnet","NEP","","m","2007"
"Mcmorrow","IRE","","m","2007"
"Namgyal Ii","NEP","Sherpa","m","2007"
"Nawang Karsang Ii","NEP","Sherpa","m","2007"
"Ngawang Dhondup","CHN","","m","2007"
"Nima Chhiri","NEP","Sherpa","m","2007"
"O'dwyer","IRE","","m","2007"
"Pasang Dawa I (Pa Dawa, Pando)","NEP","Sherpa","m","2007"
"Pasang Tendi Ii","NEP","Sherpa","m","2007"
"Pemba Nuru Iii","NEP","Sherpa","m","2007"
"Phura Gyalzen (Phurba Gyalzen)","NEP","Sherpa","m","2007"
"Ruiz","COL","","m","2007"
"Shekhdar","UK","","f","2007"
"Smith","USA","","m","2007"
"Stephens","UK","","m","2007"
"Sun","CHN","","m","2007"
"Tashi Phinzo 1","CHN","","m","2007"
"Topchen (Tapchen Lama) Bhote","NEP","","m","2007"
"Tsering Dendu (Small)","CHN","","m","2007"
"Tshering Namgyal (Ang Namgyal)","NEP","Sherpa","m","2007"
"Tshering Palden (Pande) Bhote","NEP","","m","2007"
"Wang","CHN","","f","2007"
"Wang","CHN","","m","2007"
"Windsor","UK","","m","2007"
"Xu","CHN","","m","2007"
"Bachinepally","IND","","m","2007"
"Cherilla","USA","","m","2007"
"Chiew","USA","","m","2007"
"Densa Bhote","NEP","","m","2007"
"Jackson","AUS","","m","2007"
"Kami Rita Ii","NEP","Sherpa","m","2007"
"Mcguinness","NZ","","m","2007"
"Mindu Chhiri","NEP","Sherpa","m","2007"
"Namgyal I (Namgya)","NEP","Sherpa","m","2007"
"Nima Chhiri","NEP","Sherpa","m","2007"
"Nima Nuru Ii (Ngima Nuru)","NEP","Sherpa","m","2007"
"Pasang Tharke I","NEP","Sherpa","m","2007"
"Samson","UK","","f","2007"
"Sheen","AUS","","m","2007"
"Anker","USA","","m","2007"
"Dorje Sonam Gyalzen","NEP","Sherpa","m","2007"
"Houlding","UK","","m","2007"
"Jangbu Viii","NEP","Sherpa","m","2007"
"Karsang Namgyal/Namgel","NEP","Sherpa","m","2007"
"Lhakpa Nuru Iv","NEP","Sherpa","m","2007"
"Mingma Dorje Iv (Mingmar Dorje)","NEP","Sherpa","m","2007"
"Mingma Tshering Vi","NEP","Sherpa","m","2007"
"Moffatt","UK","","m","2007"
"Nima Iii (Ngima)","NEP","Sherpa","m","2007"
"Nuru Gyalzen","NEP","Sherpa","m","2007"
"Phurba Tashi","NEP","Sherpa","m","2007"
"Son Dorje","NEP","Sherpa","m","2007"
"Staples","NZ","","m","2007"
"Thaw","UK","","m","2007"
"Woodward","NZ","","m","2007"
"Chimi Tashi (Qimi Tashi)","CHN","","m","2008"
"Dorje Tsering","CHN","","m","2008"
"Pasang Tarke (Pasang Tagqu)","CHN","","m","2008"
"Pemba Tashi (Bianba Zaxi) Ii","CHN","","m","2008"
"Tashi Phinzo 1","CHN","","m","2008"
"Tenzing (Danzeng Small)","CHN","","m","2008"
"Tenzing (Den Zeng)","CHN","","m","2008"
"Tsipe (Cipei)","CHN","","m","2008"
"Ci Luo (Tselo)","CHN","","m","2008"
"Dachung (Daqiong)","CHN","","m","2008"
"Deechen Narjup (Dechen Ngodup)","CHN","","m","2008"
"Huang","CHN","","m","2008"
"Jiji (Gigi)","CHN","","f","2008"
"Li","CHN","","m","2008"
"Luo","CHN","","m","2008"
"Luoze (Lodue)","CHN","","m","2008"
"Ngawang Dhondup","CHN","","m","2008"
"Ngawang Norbu (Awang Luobo)","CHN","","m","2008"
"Ngawang Tashi (Awang Zhaxi)","CHN","","m","2008"
"Ngawang Tsering","CHN","","m","2008"
"Nima Tsering (Nima Ciren)","CHN","","m","2008"
"Norbu Dhondup (Norbu Zhandu)","CHN","","m","2008"
"Pemba Dhondup (Bianba Dunzhu)","CHN","","m","2008"
"Phurbu Dhondup (Big)","CHN","","m","2008"
"Phurbu Dhondup (Small)","CHN","","m","2008"
"Phurtse (Phurbu Tsering)","CHN","","m","2008"
"Tashi Tshering (Zhaxi Ciren) 2","CHN","","m","2008"
"Tashi Tshering (Zhaxi Ciren) 3","CHN","","m","2008"
"Tsering Dendu (Small)","CHN","","m","2008"
"Tsering Samdrup","CHN","","m","2008"
"Tsering Wangmu","CHN","","f","2008"
"Tseten Gyurme (Tsedan Chomay)","CHN","","m","2008"
"Wang","CHN","","m","2008"
"Wangdu I (Big)","CHN","","m","2008"
"Yan","CHN","","m","2008"
"Yuan","CHN","","m","2008"
"Namgyal I (Namgya)","NEP","Sherpa","m","2008"
"Namgyal Ii","NEP","Sherpa","m","2008"
"Al-Zuman","KSA","","m","2008"
"Ang Babu (Jimba Zangbu)","NEP","Sherpa","m","2008"
"Ang Gyalzen Iv","NEP","Sherpa","m","2008"
"Ang Pasang Vi","NEP","Sherpa","m","2008"
"Ang Pemba I","NEP","Sherpa","m","2008"
"Ang Tshering Iii","NEP","Sherpa","m","2008"
"Arias","E","","m","2008"
"Arredondo","GUA","","m","2008"
"Aymar","E","","m","2008"
"Baena","E","","m","2008"
"Barrett","USA","","m","2008"
"Benegas","USA","","m","2008"
"Bittel","CH","","m","2008"
"Bolt","CH","","m","2008"
"Chewang Palden","NEP","Sherpa","m","2008"
"Cole","AUS","","m","2008"
"Crampton","UK","","m","2008"
"Dash","IND","","f","2008"
"Dawa Ii","NEP","Sherpa","m","2008"
"Dawa Nuru I (Da Nuru)","NEP","Sherpa","m","2008"
"Dawa Nuru Iii (Danuru)","NEP","Sherpa","m","2008"
"Denis","F","","f","2008"
"Dorje I","NEP","Sherpa","m","2008"
